ID,Month Year,Project Name,Street Name,Planning Area,Type of Sale,Price,$psm,Area,Tenure,Contract Date,Property Type,Type Of Area,Floor Level,Region,Postal Sector,Postal District,,,,,,,,,
50732,2022-12,,TUAS DRIVE 1,Tuas,Resale,"$5,800,000 ","$1,233 ",4704,30+30 yrs from 16/02/1989,12/8/2022,Single-User Factory,Land,-,West Region,63,22,,,,,,,,,
50733,2022-12,FIRST CENTRE,SERANGOON NORTH AVENUE 4,Serangoon,Resale,"$818,000 ","$4,621 ",177,60 yrs from 23/04/2007,12/8/2022,Multiple-User Factory,Strata,Non-First Floor,North-East Region,55,19,,,,,,,,,
50734,2022-12,MEGA@WOODLANDS,WOODLANDS CLOSE,Woodlands,Resale,"$452,000 ","$2,675 ",169,30 yrs from 29/09/2014,12/8/2022,Multiple-User Factory,Strata,Non-First Floor,North Region,73,25,,,,,,,,,
50735,2022-12,NORTH VIEW BIZHUB,YISHUN INDUSTRIAL STREET 1,Yishun,Resale,"$485,000 ","$2,887 ",168,30 yrs from 28/12/2012,12/8/2022,Multiple-User Factory,Strata,Non-First Floor,North Region,76,27,,,,,,,,,
50736,2022-12,UB POINT,UBI AVENUE 1,Geylang,Resale,"$610,000 ","$5,214 ",117,60 yrs from 10/03/1997,12/8/2022,Multiple-User Factory,Strata,Non-First Floor,Central Region,40,14,,,,,,,,,
50737,2022-12,OXLEY BIZHUB,UBI ROAD 1,Geylang,Resale,"$670,000 ","$7,053 ",95,60 yrs from 15/11/2010,12/8/2022,Warehouse,Strata,Non-First Floor,Central Region,40,14,,,,,,,,,
50738,2022-12,NORTHSTAR @ AMK,ANG MO KIO AVENUE 5,Serangoon,Resale,"$392,000 ","$7,840 ",50,60 yrs from 01/01/2007,12/8/2022,Multiple-User Factory,Strata,Non-First Floor,North-East Region,56,20,,,,,,,,,
50739,2022-12,NORTH VIEW BIZHUB,YISHUN INDUSTRIAL STREET 1,Yishun,Resale,"$470,000 ","$2,883 ",163,30 yrs from 28/12/2012,12/8/2022,Multiple-User Factory,Strata,Non-First Floor,North Region,76,27,,,,,,,,,
50740,2022-12,PANTECH BUSINESS HUB,PANDAN LOOP,Clementi,Resale,"$621,040 ","$6,030 ",103,99 yrs from 27/01/1984,12/8/2022,Multiple-User Factory,Strata,First Floor,West Region,12,5,,,,,,,,,
50741,2022-12,TUAS TECHPARK,TECH PARK CRESCENT,Tuas,Resale,"$3,800,000 ","$4,099 ",927,60 yrs from 18/08/1993,12/8/2022,Single-User Factory,Land,-,West Region,63,22,,,,,,,,,
50742,2022-12,ISPACE,SOON LEE STREET,Jurong West,Resale,"$1,270,000 ","$3,825 ",332,30 yrs from 05/03/2012,12/7/2022,Multiple-User Factory,Strata,First Floor,West Region,62,22,,,,,,,,,
50743,2022-12,WCEGA PLAZA,BUKIT BATOK CRESCENT,Bukit Batok,Resale,"$960,000 ","$4,034 ",238,60 yrs from 13/03/1997,12/7/2022,Multiple-User Factory,Strata,Non-First Floor,West Region,65,23,,,,,,,,,
50744,2022-12,,JOO KOON CIRCLE,Pioneer,Resale,"$5,300,000 ","$1,441 ",3678,30+30 yrs from 06/01/1983,12/6/2022,Single-User Factory,Land,-,West Region,62,22,,,,,,,,,
50745,2022-12,WEST CONNECT BUILDING,BUROH STREET,Boon Lay,Resale,"$567,700 ","$3,462 ",164,30 yrs from 29/04/2013,12/6/2022,Multiple-User Factory,Strata,Non-First Floor,West Region,62,22,,,,,,,,,
50746,2022-12,WEST CONNECT BUILDING,BUROH STREET,Boon Lay,Resale,"$557,300 ","$3,461 ",161,30 yrs from 29/04/2013,12/6/2022,Multiple-User Factory,Strata,Non-First Floor,West Region,62,22,,,,,,,,,
50747,2022-12,VERTEX,UBI AVENUE 3,Geylang,Resale,"$760,000 ","$5,588 ",136,60 yrs from 01/01/2007,12/6/2022,Multiple-User Factory,Strata,Non-First Floor,Central Region,40,14,,,,,,,,,
50748,2022-12,WEST STAR,TUAS BAY CLOSE,Tuas,Resale,"$485,000 ","$2,377 ",204,30 yrs from 07/08/2013,12/6/2022,Multiple-User Factory,Strata,First Floor,West Region,63,22,,,,,,,,,
50749,2022-12,EUNOS TECHNOLINK,KAKI BUKIT ROAD 1,Bedok,Resale,"$1,850,000 ","$3,517 ",526,60 yrs from 09/07/1996,12/6/2022,Multiple-User Factory,Strata,Non-First Floor,East Region,41,14,,,,,,,,,
50750,2022-12,ARK@KB,KAKI BUKIT AVENUE 6,Bedok,Resale,"$510,000 ","$1,771 ",288,30 yrs from 17/09/2012,12/5/2022,Multiple-User Factory,Strata,Non-First Floor,East Region,41,14,,,,,,,,,
50751,2022-12,OXLEY BIZHUB,UBI ROAD 1,Geylang,Resale,"$800,000 ","$4,545 ",176,60 yrs from 15/11/2010,12/5/2022,Multiple-User Factory,Strata,Non-First Floor,Central Region,40,14,,,,,,,,,
50752,2022-12,UB. ONE,UBI AVENUE 4,Geylang,Resale,"$700,000 ","$7,216 ",97,60 yrs from 31/12/2008,12/5/2022,Multiple-User Factory,Strata,Non-First Floor,Central Region,40,14,,,,,,,,,
50753,2022-12,UBI TECHPARK,UBI CRESCENT,Geylang,Resale,"$1,188,000 ","$5,526 ",215,60 yrs from 05/07/1997,12/5/2022,Multiple-User Factory,Strata,Non-First Floor,Central Region,40,14,,,,,,,,,
50754,2022-12,SHUN LI INDUSTRIAL PARK,KAKI BUKIT AVENUE 1,Bedok,Resale,"$1,004,480 ","$4,629 ",217,60 yrs from 30/10/1996,12/2/2022,Multiple-User Factory,Strata,Non-First Floor,East Region,41,14,,,,,,,,,
50755,2022-12,ACE@BUROH,BUROH CRESCENT,Boon Lay,Resale,"$630,000 ","$1,981 ",318,30 yrs from 22/07/2013,12/2/2022,Multiple-User Factory,Strata,Non-First Floor,West Region,62,22,,,,,,,,,
50756,2022-12,SHUN LI INDUSTRIAL PARK,KAKI BUKIT AVENUE 1,Bedok,Resale,"$1,235,960 ","$4,735 ",261,60 yrs from 30/10/1996,12/2/2022,Multiple-User Factory,Strata,Non-First Floor,East Region,41,14,,,,,,,,,
50757,2022-12,SHUN LI INDUSTRIAL PARK,KAKI BUKIT AVENUE 1,Bedok,Resale,"$1,230,264 ","$4,573 ",269,60 yrs from 30/10/1996,12/2/2022,Multiple-User Factory,Strata,Non-First Floor,East Region,41,14,,,,,,,,,
50758,2022-12,PIONEER POINT,SOON LEE STREET,Jurong West,Resale,"$298,000 ","$3,348 ",89,30 yrs from 17/10/2011,12/2/2022,Multiple-User Factory,Strata,Non-First Floor,West Region,62,22,,,,,,,,,
50759,2022-12,EUNOS TECHNOLINK,KAKI BUKIT ROAD 1,Bedok,Resale,"$1,060,000 ","$3,827 ",277,60 yrs from 09/07/1996,12/2/2022,Multiple-User Factory,Strata,Non-First Floor,East Region,41,14,,,,,,,,,
50760,2022-12,WIN 5,YISHUN INDUSTRIAL STREET 1,Yishun,Resale,"$460,000 ","$2,875 ",160,26 yrs from 12/12/2015,12/2/2022,Multiple-User Factory,Strata,Non-First Floor,North Region,76,27,,,,,,,,,
50761,2022-12,FIRST CENTRE,SERANGOON NORTH AVENUE 4,Serangoon,Resale,"$688,000 ","$5,548 ",124,60 yrs from 23/04/2007,12/2/2022,Multiple-User Factory,Strata,Non-First Floor,North-East Region,55,19,,,,,,,,,
50762,2022-12,OXLEY BIZHUB 2,UBI ROAD 1,Geylang,Resale,"$738,000 ","$6,150 ",120,60 yrs from 10/06/2011,12/2/2022,Multiple-User Factory,Strata,Non-First Floor,Central Region,40,14,,,,,,,,,
50763,2022-12,UB POINT,UBI AVENUE 1,Geylang,Resale,"$573,888 ","$4,823 ",119,60 yrs from 10/03/1997,12/2/2022,Multiple-User Factory,Strata,Non-First Floor,Central Region,40,14,,,,,,,,,
50764,2022-12,WESTLINK ONE,TUAS VIEW PLACE,Tuas,Resale,"$930,000 ","$3,633 ",256,60 yrs from 20/11/1995,12/1/2022,Warehouse,Strata,First Floor,West Region,63,22,,,,,,,,,
50765,2022-12,ECO-TECH@SUNVIEW,SUNVIEW ROAD,Boon Lay,Resale,"$470,000 ","$1,942 ",242,30 yrs from 25/01/2013,12/1/2022,Multiple-User Factory,Strata,Non-First Floor,West Region,62,22,,,,,,,,,
50766,2022-12,PAYA UBI INDUSTRIAL PARK,UBI AVENUE 1,Geylang,Resale,"$1,300,000 ","$2,529 ",514,60 yrs from 10/03/1997,12/1/2022,Multiple-User Factory,Strata,Non-First Floor,Central Region,40,14,,,,,,,,,
50767,2022-12,CT HUB 2,LAVENDER STREET,Kallang,Resale,"$928,000 ","$10,311 ",90,63 yrs from 12/01/2012,12/1/2022,Multiple-User Factory,Strata,Non-First Floor,Central Region,33,12,,,,,,,,,
50768,2022-12,NORTH POINT BIZHUB,YISHUN INDUSTRIAL STREET 1,Yishun,Resale,"$600,000 ","$2,521 ",238,57 yrs from 18/09/2012,12/1/2022,Multiple-User Factory,Strata,Non-First Floor,North Region,76,27,,,,,,,,,
50769,2022-12,EXCALIBUR CENTRE,UBI CRESCENT,Geylang,Resale,"$1,000,000 ","$4,184 ",239,60 yrs from 05/07/1997,12/1/2022,Multiple-User Factory,Strata,Non-First Floor,Central Region,40,14,,,,,,,,,
50770,2022-12,MEGA@WOODLANDS,WOODLANDS CLOSE,Woodlands,Resale,"$452,000 ","$2,675 ",169,30 yrs from 29/09/2014,12/1/2022,Multiple-User Factory,Strata,Non-First Floor,North Region,73,25,,,,,,,,,
50771,2022-11,UNITY CENTRE,BUKIT BATOK CRESCENT,Bukit Batok,Resale,"$525,000 ","$4,730 ",111,60 yrs from 13/03/1997,11/30/2022,Multiple-User Factory,Strata,Non-First Floor,West Region,65,23,,,,,,,,,
50772,2022-11,MEGA@WOODLANDS,WOODLANDS CLOSE,Woodlands,Resale,"$550,000 ","$3,374 ",163,30 yrs from 29/09/2014,11/30/2022,Multiple-User Factory,Strata,Non-First Floor,North Region,73,25,,,,,,,,,
50773,2022-11,ADMIRALTY INDUSTRIAL PARK,WOODLANDS INDUSTRIAL PARK E1,Woodlands,Resale,"$472,000 ","$3,233 ",146,60 yrs from 09/01/1995,11/30/2022,Multiple-User Factory,Strata,Non-First Floor,North Region,75,27,,,,,,,,,
50774,2022-11,MIDVIEW CITY,SIN MING LANE,Bishan,Resale,"$888,000 ","$5,656 ",157,60 yrs from 23/01/2008,11/30/2022,Multiple-User Factory,Strata,Non-First Floor,Central Region,57,20,,,,,,,,,
50775,2022-11,PIONEER POINT,SOON LEE STREET,Jurong West,Resale,"$312,000 ","$3,506 ",89,30 yrs from 17/10/2011,11/30/2022,Multiple-User Factory,Strata,Non-First Floor,West Region,62,22,,,,,,,,,
50776,2022-11,,GUL STREET 3,Pioneer,Resale,"$2,550,000 ","$1,852 ",1377,30+30 yrs from 01/11/1979,11/30/2022,Single-User Factory,Land,-,West Region,62,22,,,,,,,,,
50777,2022-11,UBI TECHPARK,UBI CRESCENT,Geylang,Resale,"$1,200,000 ","$5,556 ",216,60 yrs from 05/07/1997,11/30/2022,Multiple-User Factory,Strata,Non-First Floor,Central Region,40,14,,,,,,,,,
50778,2022-11,WCEGA PLAZA,BUKIT BATOK CRESCENT,Bukit Batok,Resale,"$698,888 ","$3,177 ",220,60 yrs from 13/03/1997,11/30/2022,Multiple-User Factory,Strata,Non-First Floor,West Region,65,23,,,,,,,,,
50779,2022-11,LINK@AMK,ANG MO KIO STREET 62,Ang Mo Kio,Resale,"$988,000 ","$4,940 ",200,60 yrs from 28/06/2011,11/30/2022,Multiple-User Factory,Strata,Non-First Floor,North-East Region,56,20,,,,,,,,,
50780,2022-11,KEWALRAM HOUSE,JALAN KILANG TIMOR,Bukit Merah,Resale,"$1,668,888 ","$5,815 ",287,99 yrs from 01/01/1961,11/29/2022,Warehouse,Strata,First Floor,Central Region,15,3,,,,,,,,,
50781,2022-11,YI GUANG FACTORY BUILDING,PAYA LEBAR ROAD,Geylang,Resale,"$2,300,000 ","$7,931 ",290,Freehold,11/29/2022,Multiple-User Factory,Strata,Non-First Floor,Central Region,40,14,,,,,,,,,
50782,2022-11,KEWALRAM HOUSE,JALAN KILANG TIMOR,Bukit Merah,Resale,"$2,310,710 ","$5,791 ",399,99 yrs from 01/01/1961,11/29/2022,Multiple-User Factory,Strata,First Floor,Central Region,15,3,,,,,,,,,
50783,2022-11,CT HUB 2,LAVENDER STREET,Kallang,Resale,"$945,000 ","$10,500 ",90,63 yrs from 12/01/2012,11/29/2022,Multiple-User Factory,Strata,Non-First Floor,Central Region,33,12,,,,,,,,,
50784,2022-11,TECHNIQUES CENTRE,UBI CRESCENT,Geylang,Resale,"$535,000 ","$4,777 ",112,60 yrs from 05/07/1997,11/29/2022,Multiple-User Factory,Strata,Non-First Floor,Central Region,40,14,,,,,,,,,
50785,2022-11,UB. ONE,UBI AVENUE 4,Geylang,Resale,"$588,000 ","$7,000 ",84,60 yrs from 31/12/2008,11/29/2022,Multiple-User Factory,Strata,Non-First Floor,Central Region,40,14,,,,,,,,,
50786,2022-11,PANTECH BUSINESS HUB,PANDAN LOOP,Clementi,Resale,"$850,000 ","$3,498 ",243,99 yrs from 27/01/1984,11/29/2022,Multiple-User Factory,Strata,Non-First Floor,West Region,12,5,,,,,,,,,
50787,2022-11,PRIMZ BIZHUB,WOODLANDS CLOSE,Woodlands,Resale,"$590,000 ","$5,268 ",112,60 yrs from 27/09/2011,11/28/2022,Multiple-User Factory,Strata,Non-First Floor,North Region,73,25,,,,,,,,,
50788,2022-11,NORTHSTAR @ AMK,ANG MO KIO AVENUE 5,Serangoon,Resale,"$1,000,000 ","$5,882 ",170,60 yrs from 01/01/2007,11/28/2022,Multiple-User Factory,Strata,Non-First Floor,North-East Region,56,20,,,,,,,,,
50789,2022-11,UB. ONE,UBI AVENUE 4,Geylang,Resale,"$600,000 ","$6,977 ",86,60 yrs from 31/12/2008,11/28/2022,Multiple-User Factory,Strata,Non-First Floor,Central Region,40,14,,,,,,,,,
50790,2022-11,,GUL STREET 1,Pioneer,Resale,"$4,350,000 ","$1,185 ",3672,27 yrs from 05/12/2010,11/28/2022,Single-User Factory,Land,-,West Region,62,22,,,,,,,,,
50791,2022-11,VERTEX,UBI AVENUE 3,Geylang,Resale,"$1,530,000 ","$5,862 ",261,60 yrs from 01/01/2007,11/28/2022,Multiple-User Factory,Strata,Non-First Floor,Central Region,40,14,,,,,,,,,
50792,2022-11,ADMIRALTY INDUSTRIAL PARK,WOODLANDS INDUSTRIAL PARK E1,Woodlands,Resale,"$342,000 ","$3,420 ",100,60 yrs from 09/01/1995,11/28/2022,Multiple-User Factory,Strata,-,North Region,75,27,,,,,,,,,
50793,2022-11,CITRINE FOODLAND @ 33 KIM CHUAN,KIM CHUAN DRIVE,Hougang,New Sale,"$3,650,000 ","$10,994 ",332,Freehold,11/28/2022,Multiple-User Factory,Strata,Non-First Floor,North-East Region,53,19,,,,,,,,,
50794,2022-11,8B @ ADMIRALTY,ADMIRALTY STREET,Sembawang,Resale,"$550,000 ","$3,198 ",172,60 yrs from 09/10/2000,11/28/2022,Multiple-User Factory,Strata,Non-First Floor,North Region,75,27,,,,,,,,,
50795,2022-11,UB POINT,UBI AVENUE 1,Geylang,Resale,"$572,888 ","$4,982 ",115,60 yrs from 10/03/1997,11/28/2022,Multiple-User Factory,Strata,Non-First Floor,Central Region,40,14,,,,,,,,,
50796,2022-11,NORTH LINK BUILDING,ADMIRALTY STREET,Sembawang,Resale,"$1,000,000 ","$2,075 ",482,60 yrs from 09/10/1999,11/28/2022,Multiple-User Factory,Strata,Non-First Floor,North Region,75,27,,,,,,,,,
50797,2022-11,WAVE9,WOODLANDS INDUSTRIAL PARK E9,Woodlands,Resale,"$603,000 ","$3,699 ",163,30 yrs from 05/06/2014,11/25/2022,Multiple-User Factory,Strata,Non-First Floor,North Region,75,27,,,,,,,,,
50798,2022-11,UB POINT,UBI AVENUE 1,Geylang,Resale,"$876,400 ","$4,737 ",185,60 yrs from 10/03/1997,11/25/2022,Multiple-User Factory,Strata,Non-First Floor,Central Region,40,14,,,,,,,,,
50799,2022-11,WOODLANDS HORIZON,WOODLANDS CLOSE,Woodlands,Resale,"$750,000 ","$4,688 ",160,60 yrs from 29/02/2012,11/25/2022,Multiple-User Factory,Strata,Non-First Floor,North Region,73,25,,,,,,,,,
50800,2022-11,PANTECH BUSINESS HUB,PANDAN LOOP,Clementi,Resale,"$530,000 ","$4,732 ",112,99 yrs from 27/01/1984,11/25/2022,Multiple-User Factory,Strata,Non-First Floor,West Region,12,5,,,,,,,,,
50801,2022-11,UB POINT,UBI AVENUE 1,Geylang,Resale,"$557,100 ","$4,844 ",115,60 yrs from 10/03/1997,11/25/2022,Multiple-User Factory,Strata,Non-First Floor,Central Region,40,14,,,,,,,,,
50802,2022-11,UB POINT,UBI AVENUE 1,Geylang,Resale,"$550,910 ","$4,791 ",115,60 yrs from 10/03/1997,11/25/2022,Multiple-User Factory,Strata,Non-First Floor,Central Region,40,14,,,,,,,,,
50803,2022-11,,GUL LANE,Pioneer,Resale,"$6,800,000 ","$1,072 ",6343,30+30 yrs from 16/05/1981,11/25/2022,Single-User Factory,Land,-,West Region,62,22,,,,,,,,,
50804,2022-11,VERTEX,UBI AVENUE 3,Geylang,Resale,"$1,900,000 ","$6,714 ",283,60 yrs from 01/01/2007,11/24/2022,Warehouse,Strata,First Floor,Central Region,40,14,,,,,,,,,
50805,2022-11,UB POINT,UBI AVENUE 1,Geylang,Resale,"$1,101,600 ","$4,629 ",238,60 yrs from 10/03/1997,11/24/2022,Multiple-User Factory,Strata,Non-First Floor,Central Region,40,14,,,,,,,,,
50806,2022-11,WCEGA TOWER,BUKIT BATOK CRESCENT,Bukit Batok,Resale,"$492,000 ","$5,528 ",89,60 yrs from 13/03/1997,11/24/2022,Multiple-User Factory,Strata,Non-First Floor,West Region,65,23,,,,,,,,,
50807,2022-11,PIONEER CENTRE,SOON LEE STREET,Jurong West,Resale,"$380,000 ","$2,754 ",138,30 yrs from 10/03/2010,11/24/2022,Multiple-User Factory,Strata,Non-First Floor,West Region,62,22,,,,,,,,,
50808,2022-11,PANTECH BUSINESS HUB,PANDAN LOOP,Clementi,Resale,"$770,000 ","$7,476 ",103,99 yrs from 27/01/1984,11/23/2022,Multiple-User Factory,Strata,First Floor,West Region,12,5,,,,,,,,,
50809,2022-11,SING INDUSTRIAL COMPLEX,ANG MO KIO INDUSTRIAL PARK 2,Serangoon,Resale,"$310,000 ","$1,950 ",159,60 yrs from 18/10/1982,11/23/2022,Multiple-User Factory,Strata,Non-First Floor,North-East Region,56,20,,,,,,,,,
50810,2022-11,WOODLANDS HORIZON,WOODLANDS CLOSE,Woodlands,Resale,"$775,000 ","$4,905 ",158,60 yrs from 29/02/2012,11/23/2022,Multiple-User Factory,Strata,Non-First Floor,North Region,73,25,,,,,,,,,
50811,2022-11,MIDVIEW CITY,SIN MING LANE,Bishan,Resale,"$790,000 ","$5,163 ",153,60 yrs from 23/01/2008,11/23/2022,Multiple-User Factory,Strata,Non-First Floor,Central Region,57,20,,,,,,,,,
50812,2022-11,PETRO CENTRE,JALAN KILANG BARAT,Bukit Merah,Resale,"$928,000 ","$5,693 ",163,99 yrs from 01/07/1961,11/23/2022,Multiple-User Factory,Strata,Non-First Floor,Central Region,15,3,,,,,,,,,
50813,2022-11,GOLDEN WHEEL BUILDING,KALLANG PUDDING ROAD,Geylang,Resale,"$5,930,000 ","$8,708 ",681,Freehold,11/22/2022,Multiple-User Factory,Strata,Non-First Floor,Central Region,34,13,,,,,,,,,
50814,2022-11,YI GUANG FACTORY BUILDING,PAYA LEBAR ROAD,Geylang,Resale,"$1,160,000 ","$7,484 ",155,Freehold,11/22/2022,Multiple-User Factory,Strata,Non-First Floor,Central Region,40,14,,,,,,,,,
50815,2022-11,PRIMZ BIZHUB,WOODLANDS CLOSE,Woodlands,Resale,"$788,000 ","$5,361 ",147,60 yrs from 27/09/2011,11/22/2022,Multiple-User Factory,Strata,Non-First Floor,North Region,73,25,,,,,,,,,
50816,2022-11,100 PASIR PANJANG,PASIR PANJANG ROAD,Queenstown,Resale,"$6,720,000 ","$13,942 ",482,Freehold,11/22/2022,Multiple-User Factory,Strata,Non-First Floor,Central Region,11,5,,,,,,,,,
50817,2022-11,VERTEX,UBI AVENUE 3,Geylang,Resale,"$1,000,000 ","$4,255 ",235,60 yrs from 01/01/2007,11/22/2022,Multiple-User Factory,Strata,Non-First Floor,Central Region,40,14,,,,,,,,,
50818,2022-11,LOYANG INDUSTRIAL ESTATE,LOYANG WAY,Pasir Ris,Resale,"$5,380,000 ",$778 ,6912,30+17 yrs from 01/02/1984,11/22/2022,Single-User Factory,Land,-,East Region,50,17,,,,,,,,,
50819,2022-11,WAVE9,WOODLANDS INDUSTRIAL PARK E9,Woodlands,Resale,"$643,000 ","$3,782 ",170,30 yrs from 05/06/2014,11/22/2022,Multiple-User Factory,Strata,Non-First Floor,North Region,75,27,,,,,,,,,
50820,2022-11,8B @ ADMIRALTY,ADMIRALTY STREET,Sembawang,Resale,"$645,000 ","$3,750 ",172,60 yrs from 09/10/2000,11/22/2022,Multiple-User Factory,Strata,Non-First Floor,North Region,75,27,,,,,,,,,
50821,2022-11,VERTEX,UBI AVENUE 3,Geylang,Resale,"$1,184,999 ","$5,563 ",213,60 yrs from 01/01/2007,11/21/2022,Multiple-User Factory,Strata,Non-First Floor,Central Region,40,14,,,,,,,,,
50822,2022-11,FIRST CENTRE,SERANGOON NORTH AVENUE 4,Serangoon,Resale,"$455,000 ","$6,149 ",74,60 yrs from 23/04/2007,11/21/2022,Multiple-User Factory,Strata,Non-First Floor,North-East Region,55,19,,,,,,,,,
50823,2022-11,WCEGA TOWER,BUKIT BATOK CRESCENT,Bukit Batok,Resale,"$505,000 ","$5,674 ",89,60 yrs from 13/03/1997,11/21/2022,Multiple-User Factory,Strata,Non-First Floor,West Region,65,23,,,,,,,,,
50824,2022-11,UBI TECHPARK,UBI CRESCENT,Geylang,Resale,"$745,000 ","$5,960 ",125,60 yrs from 05/07/1997,11/21/2022,Multiple-User Factory,Strata,Non-First Floor,Central Region,40,14,,,,,,,,,
50825,2022-11,ENTERPRISE LOGISTICS CENTRE,TUAS VIEW PLACE,Tuas,Resale,"$120,600,000 ","$4,061 ",29694,60 yrs from 20/11/1995,11/21/2022,Warehouse,Land,-,West Region,63,22,,,,,,,,,
50826,2022-11,SYNERGY @ KB,KAKI BUKIT ROAD 4,Bedok,Resale,"$420,000 ","$4,000 ",105,30 yrs from 20/01/2012,11/21/2022,Multiple-User Factory,Strata,Non-First Floor,East Region,41,14,,,,,,,,,
50827,2022-11,WEST STAR,TUAS BAY CLOSE,Tuas,Resale,"$483,120 ","$2,368 ",204,30 yrs from 07/08/2013,11/21/2022,Multiple-User Factory,Strata,First Floor,West Region,63,22,,,,,,,,,
50828,2022-11,WCEGA PLAZA,BUKIT BATOK CRESCENT,Bukit Batok,Resale,"$688,000 ","$3,044 ",226,60 yrs from 13/03/1997,11/21/2022,Multiple-User Factory,Strata,Non-First Floor,West Region,65,23,,,,,,,,,
50829,2022-11,TOH GUAN CENTRE,TOH GUAN ROAD EAST,Clementi,Resale,"$488,000 ","$4,436 ",110,60 yrs from 01/12/1997,11/18/2022,Multiple-User Factory,Strata,Non-First Floor,West Region,60,22,,,,,,,,,
50830,2022-11,FOOD CONCEPT @ PANDAN,PANDAN LOOP,Clementi,Resale,"$4,250,000 ","$22,606 ",188,Freehold,11/18/2022,Multiple-User Factory,Strata,Non-First Floor,West Region,12,5,,,,,,,,,
50831,2022-11,UB POINT,UBI AVENUE 1,Geylang,Resale,"$580,000 ","$4,957 ",117,60 yrs from 10/03/1997,11/18/2022,Multiple-User Factory,Strata,Non-First Floor,Central Region,40,14,,,,,,,,,
50832,2022-11,MIDVIEW BUILDING,BUKIT BATOK STREET 23,Bukit Batok,Resale,"$370,000 ","$3,978 ",93,60 yrs from 13/03/1997,11/18/2022,Multiple-User Factory,Strata,Non-First Floor,West Region,65,23,,,,,,,,,
50833,2022-11,EXCALIBUR CENTRE,UBI CRESCENT,Geylang,Resale,"$481,800 ","$5,602 ",86,60 yrs from 05/07/1997,11/18/2022,Multiple-User Factory,Strata,Non-First Floor,Central Region,40,14,,,,,,,,,
50834,2022-11,THE ELITIST,BUKIT BATOK CRESCENT,Bukit Batok,Resale,"$473,200 ","$5,701 ",83,60 yrs from 13/03/1997,11/18/2022,Multiple-User Factory,Strata,Non-First Floor,West Region,65,23,,,,,,,,,
50835,2022-11,UNITY CENTRE,BUKIT BATOK CRESCENT,Bukit Batok,Resale,"$675,000 ","$4,655 ",145,60 yrs from 13/03/1997,11/17/2022,Multiple-User Factory,Strata,Non-First Floor,West Region,65,23,,,,,,,,,
50836,2022-11,PRIMZ BIZHUB,WOODLANDS CLOSE,Woodlands,Resale,"$730,000 ","$4,966 ",147,60 yrs from 27/09/2011,11/17/2022,Multiple-User Factory,Strata,Non-First Floor,North Region,73,25,,,,,,,,,
50837,2022-11,SING INDUSTRIAL COMPLEX,ANG MO KIO INDUSTRIAL PARK 2,Serangoon,Resale,"$263,805 ","$2,314 ",114,60 yrs from 18/10/1982,11/17/2022,Multiple-User Factory,Strata,Non-First Floor,North-East Region,56,20,,,,,,,,,
50838,2022-11,PANTECH BUSINESS HUB,PANDAN LOOP,Clementi,Resale,"$682,000 ","$6,315 ",108,99 yrs from 27/01/1984,11/17/2022,Multiple-User Factory,Strata,First Floor,West Region,12,5,,,,,,,,,
50839,2022-11,UB POINT,UBI AVENUE 1,Geylang,Resale,"$660,000 ","$4,853 ",136,60 yrs from 10/03/1997,11/16/2022,Multiple-User Factory,Strata,Non-First Floor,Central Region,40,14,,,,,,,,,
50840,2022-11,ZERVEX,UBI ROAD 2,Geylang,Resale,"$638,000 ","$7,011 ",91,60 yrs from 30/06/2008,11/16/2022,Multiple-User Factory,Strata,Non-First Floor,Central Region,40,14,,,,,,,,,
50841,2022-11,TRADEHUB 21,BOON LAY WAY,Clementi,Resale,"$755,000 ","$5,593 ",135,60 yrs from 10/12/2003,11/16/2022,Multiple-User Factory,Strata,Non-First Floor,West Region,60,22,,,,,,,,,
50842,2022-11,MIDVIEW BUILDING,BUKIT BATOK STREET 23,Bukit Batok,Resale,"$380,000 ","$4,176 ",91,60 yrs from 13/03/1997,11/16/2022,Multiple-User Factory,Strata,Non-First Floor,West Region,65,23,,,,,,,,,
50843,2022-11,CT HUB,KALLANG AVENUE,Kallang,Resale,"$930,000 ","$10,220 ",91,99 yrs from 25/06/1979,11/16/2022,Multiple-User Factory,Strata,Non-First Floor,Central Region,33,12,,,,,,,,,
50844,2022-11,PRIMZ BIZHUB,WOODLANDS CLOSE,Woodlands,Resale,"$590,000 ","$5,514 ",107,60 yrs from 27/09/2011,11/16/2022,Multiple-User Factory,Strata,Non-First Floor,North Region,73,25,,,,,,,,,
50845,2022-11,UBI TECHPARK,UBI CRESCENT,Geylang,Resale,"$1,028,000 ","$5,166 ",199,60 yrs from 05/07/1997,11/16/2022,Multiple-User Factory,Strata,Non-First Floor,Central Region,40,14,,,,,,,,,
50846,2022-11,TUAS SOUTH CONNECTION,TUAS SOUTH LINK 1,Tuas,Resale,"$5,680,000 ","$3,552 ",1599,30 yrs from 24/10/2018,11/16/2022,Multiple-User Factory,Strata,-,West Region,63,22,,,,,,,,,
50847,2022-11,E-CENTRE @ REDHILL,JALAN BUKIT MERAH,Bukit Merah,Resale,"$600,000 ","$6,522 ",92,99 yrs from 01/07/1962,11/16/2022,Multiple-User Factory,Strata,Non-First Floor,Central Region,15,3,,,,,,,,,
